YEAR ,ROUND ,SEED 1,TEAM 1,SCORE 2,SEED 2,TEAM 2,SCORE ,Upset,Upset Val,W_Team,W_Seed,L_Seed,W_Score,L_Score,Difference,LowerSeed,HigherSeed
2019,Second Round,1,North Carolina,81,9,Washington,59,Not Upset,0,North Carolina,1,9,81,59,22,1,9
2018,First Round,2,Duke,89,15,Iona,67,Not Upset,0,Duke,2,15,89,67,22,2,15
2017,First Round,2,Duke,87,15,Troy,65,Not Upset,0,Duke,2,15,87,65,22,2,15
2013,Elite Eight,1,Louisville,85,2,Duke,63,Not Upset,0,Louisville,1,2,85,63,22,1,2
2013,Second Round,6,Memphis,48,3,Michigan State,70,Not Upset,0,Michigan State,3,6,70,48,22,3,6
2012,First Round,1,Michigan State,89,16,Long Island,67,Not Upset,0,Michigan State,1,16,89,67,22,1,16
2011,Second Round,11,Gonzaga,67,3,Brigham Young,89,Not Upset,0,Brigham Young,3,11,89,67,22,3,11
1998,First Round,2,Purdue,95,15,Delaware,56,Not Upset,0,Purdue,2,15,95,56,39,2,15
2010,Second Round,1,Syracuse,87,8,Gonzaga,65,Not Upset,0,Syracuse,1,8,87,65,22,1,8
2006,Second Round,11,Milwaukee,60,3,Florida,82,Not Upset,0,Florida,3,11,82,60,22,3,11
2006,Play-In,16,Monmouth,71,16,Hampton,49,Not Upset,0,Monmouth,16,16,71,49,22,16,16
2005,Second Round,11,Alabama-Birmingham,63,3,Arizona,85,Not Upset,0,Arizona,3,11,85,63,22,3,11
2005,Second Round,5,Georgia Tech,54,4,Louisville,76,Not Upset,0,Louisville,4,5,76,54,22,4,5
2003,Second Round,7,Indiana,52,2,Pittsburgh,74,Not Upset,0,Pittsburgh,2,7,74,52,22,2,7
2003,First Round,4,Louisville,86,13,Austin Peay,64,Not Upset,0,Louisville,4,13,86,64,22,4,13
2002,First Round,8,UCLA,80,9,Mississippi,58,Not Upset,0,UCLA,8,9,80,58,22,8,9
2001,First Round,2,North Carolina,70,15,Princeton,48,Not Upset,0,North Carolina,2,15,70,48,22,2,15
1999,Second Round,1,Connecticut,78,9,New Mexico,56,Not Upset,0,Connecticut,1,9,78,56,22,1,9
1999,First Round,3,Kentucky,82,14,New Mexico State,60,Not Upset,0,Kentucky,3,14,82,60,22,3,14
1999,First Round,2,Maryland,82,15,Valparaiso,60,Not Upset,0,Maryland,2,15,82,60,22,2,15
1999,Sweet 16,6,Temple,77,10,Purdue,55,Not Upset,0,Temple,6,10,77,55,22,6,10
1999,First Round,2,Utah,80,15,Arkansas State,58,Not Upset,0,Utah,2,15,80,58,22,2,15
1997,First Round,3,Wake Forest,68,14,St. Mary's (Cal.),46,Not Upset,0,Wake Forest,3,14,68,46,22,3,14
1996,First Round,1,Massachusetts,92,16,Central Florida,70,Not Upset,0,Massachusetts,1,16,92,70,22,1,16
2003,Second Round,7,Michigan State,68,2,Florida,46,Upset,1,Michigan State,7,2,68,46,22,2,7
1996,Second Round,5,Mississippi State,63,13,Princeton,41,Not Upset,0,Mississippi State,5,13,63,41,22,5,13
1995,Second Round,7,Iowa State,51,2,North Carolina,73,Not Upset,0,North Carolina,2,7,73,51,22,2,7
1995,Second Round,1,Kentucky,82,9,Tulane,60,Not Upset,0,Kentucky,1,9,82,60,22,1,9
1997,First Round,7,Marquette,59,10,Providence,81,Upset,1,Providence,10,7,81,59,22,7,10
1995,Second Round,10,Stanford,53,2,Massachusetts,75,Not Upset,0,Massachusetts,2,10,75,53,22,2,10
1994,First Round,6,Marquette,81,11,Louisiana-Lafayette,59,Not Upset,0,Marquette,6,11,81,59,22,6,11
1990,Second Round,7,Alabama,77,2,Arizona,55,Upset,1,Alabama,7,2,77,55,22,2,7
1989,First Round,7,Florida,46,10,Colorado State,68,Upset,1,Colorado State,10,7,68,46,22,7,10
1994,First Round,4,Temple,61,13,Drexel,39,Not Upset,0,Temple,4,13,61,39,22,4,13
1993,First Round,2,Kansas,94,15,Ball State,72,Not Upset,0,Kansas,2,15,94,72,22,2,15
1993,First Round,2,Seton Hall,81,15,Tennessee State,59,Not Upset,0,Seton Hall,2,15,81,59,22,2,15
1991,Second Round,7,Florida State,60,2,Indiana,82,Not Upset,0,Indiana,2,7,82,60,22,2,7
1997,First Round,8,Mississippi,40,9,Temple,62,Upset,1,Temple,9,8,62,40,22,8,9
1990,First Round,2,Syracuse,70,15,Coppin State,48,Not Upset,0,Syracuse,2,15,70,48,22,2,15
1988,Sweet 16,1,Temple,69,13,Richmond,47,Not Upset,0,Temple,1,13,69,47,22,1,13
1987,First Round,1,Georgetown,75,16,Bucknell,53,Not Upset,0,Georgetown,1,16,75,53,22,1,16
1987,First Round,6,Providence,90,11,Alabama-Birmingham,68,Not Upset,0,Providence,6,11,90,68,22,6,11
1986,Second Round,1,Kansas,65,9,Temple,43,Not Upset,0,Kansas,1,9,65,43,22,1,9
2005,Second Round,12,Milwaukee,85,4,Boston College,63,Upset,1,Milwaukee,12,4,85,63,22,4,12
2015,First Round,2,Arizona,93,15,Texas Southern,72,Not Upset,0,Arizona,2,15,93,72,21,2,15
2013,First Round,1,Indiana,83,16,James Madison,62,Not Upset,0,Indiana,1,16,83,62,21,1,16
2018,First Round,4,Arizona,68,13,Buffalo,89,Upset,1,Buffalo,13,4,89,68,21,4,13
2008,First Round,4,Vanderbilt,62,13,Siena,83,Upset,1,Siena,13,4,83,62,21,4,13
2010,Final Four,2,West Virginia,57,1,Duke,78,Not Upset,0,Duke,1,2,78,57,21,1,2
2009,Sweet 16,1,North Carolina,98,4,Gonzaga,77,Not Upset,0,North Carolina,1,4,98,77,21,1,4
2008,Sweet 16,1,North Carolina,68,4,Washington State,47,Not Upset,0,North Carolina,1,4,68,47,21,1,4
2007,First Round,1,North Carolina,86,16,Eastern Kentucky,65,Not Upset,0,North Carolina,1,16,86,65,21,1,16
2007,First Round,1,Ohio State,78,16,Central Connecticut State,57,Not Upset,0,Ohio State,1,16,78,57,21,1,16
2007,First Round,3,Pittsburgh,79,14,Wright State,58,Not Upset,0,Pittsburgh,3,14,79,58,21,3,14
2006,Second Round,10,North Carolina State,54,2,Texas,75,Not Upset,0,Texas,2,10,75,54,21,2,10
1988,Second Round,5,Louisville,97,4,Brigham Young,76,Upset,1,Louisville,5,4,97,76,21,4,5
2003,First Round,1,Texas,82,16,UNC Asheville,61,Not Upset,0,Texas,1,16,82,61,21,1,16
2002,Sweet 16,3,Arizona,67,2,Oklahoma,88,Not Upset,0,Oklahoma,2,3,88,67,21,2,3
2001,Second Round,10,Butler,52,2,Arizona,73,Not Upset,0,Arizona,2,10,73,52,21,2,10
1999,Elite Eight,1,Duke,85,6,Temple,64,Not Upset,0,Duke,1,6,85,64,21,1,6
1999,First Round,6,Kansas,95,11,Evansville,74,Not Upset,0,Kansas,6,11,95,74,21,6,11
1999,First Round,2,Miami (Fla.),75,15,Lafayette,54,Not Upset,0,Miami (Fla.),2,15,75,54,21,2,15
1987,Sweet 16,6,Providence,103,2,Alabama,82,Upset,1,Providence,6,2,103,82,21,2,6
2018,Second Round,7,Texas A&M,86,2,North Carolina,65,Upset,1,Texas A&M,7,2,86,65,21,2,7
1996,First Round,7,New Mexico,69,10,Kansas State,48,Not Upset,0,New Mexico,7,10,69,48,21,7,10
1996,First Round,6,North Carolina,83,11,New Orleans,62,Not Upset,0,North Carolina,6,11,83,62,21,6,11
1995,First Round,6,Memphis,77,11,Louisville,56,Not Upset,0,Memphis,6,11,77,56,21,6,11
1993,Second Round,1,Kentucky,83,8,Utah,62,Not Upset,0,Kentucky,1,8,83,62,21,1,8
1989,First Round,2,Duke,90,15,South Carolina State,69,Not Upset,0,Duke,2,15,90,69,21,2,15
1992,First Round,8,Nebraska,65,9,Connecticut,86,Upset,1,Connecticut,9,8,86,65,21,8,9
1988,First Round,5,DePaul,83,12,Wichita State,62,Not Upset,0,DePaul,5,12,83,62,21,5,12
1988,Second Round,1,Temple,74,8,Georgetown,53,Not Upset,0,Temple,1,8,74,53,21,1,8
1986,Elite Eight,1,Duke,71,7,Navy,50,Not Upset,0,Duke,1,7,71,50,21,1,7
2001,Second Round,11,Temple,75,3,Florida,54,Upset,1,Temple,11,3,75,54,21,3,11
2018,First Round,1,Virginia,54,16,Maryland-Baltimore County,74,Upset,1,Maryland-Baltimore County,16,1,74,54,20,1,16
2019,Second Round,10,Minnesota,50,2,Michigan State,70,Not Upset,0,Michigan State,2,10,70,50,20,2,10
2019,Second Round,3,Texas Tech,78,6,Buffalo,58,Not Upset,0,Texas Tech,3,6,78,58,20,3,6
2018,Second Round,5,Kentucky,95,13,Buffalo,75,Not Upset,0,Kentucky,5,13,95,75,20,5,13
2017,First Round,1,Gonzaga,66,16,South Dakota State,46,Not Upset,0,Gonzaga,1,16,66,46,20,1,16
2017,Second Round,1,Kansas,90,9,Michigan State,70,Not Upset,0,Kansas,1,9,90,70,20,1,9
2017,First Round,7,South Carolina,93,10,Marquette,73,Not Upset,0,South Carolina,7,10,93,73,20,7,10
2017,First Round,1,Villanova,76,16,Mount St. Mary's,56,Not Upset,0,Villanova,1,16,76,56,20,1,16
1994,Elite Eight,1,Missouri,72,2,Arizona,92,Upset,1,Arizona,2,1,92,72,20,1,2
2016,Play-In,11,Wichita State,70,11,Vanderbilt,50,Not Upset,0,Wichita State,11,11,70,50,20,11,11
2015,Final Four,7,Michigan State,61,1,Duke,81,Not Upset,0,Duke,1,7,81,61,20,1,7
2014,Second Round,11,Tennessee,83,14,Mercer,63,Not Upset,0,Tennessee,11,14,83,63,20,11,14
2014,First Round,2,Villanova,73,15,Milwaukee,53,Not Upset,0,Villanova,2,15,73,53,20,2,15
2017,Sweet 16,3,Baylor,50,7,South Carolina,70,Upset,1,South Carolina,7,3,70,50,20,3,7
2013,First Round,4,St. Louis,64,13,New Mexico State,44,Not Upset,0,St. Louis,4,13,64,44,20,4,13
2012,First Round,3,Marquette,88,14,Brigham Young,68,Not Upset,0,Marquette,3,14,88,68,20,3,14
2011,Sweet 16,1,Kansas,77,12,Richmond,57,Not Upset,0,Kansas,1,12,77,57,20,1,12
2013,Elite Eight,4,Michigan,79,3,Florida,59,Upset,1,Michigan,4,3,79,59,20,3,4
2010,First Round,2,Kansas State,82,15,North Texas,62,Not Upset,0,Kansas State,2,15,82,62,20,2,15
2009,First Round,1,Louisville,74,16,Morehead State,54,Not Upset,0,Louisville,1,16,74,54,20,1,16
2009,Second Round,6,UCLA,69,3,Villanova,89,Not Upset,0,Villanova,3,6,89,69,20,3,6
2008,First Round,7,Butler,81,10,South Alabama,61,Not Upset,0,Butler,7,10,81,61,20,7,10
2008,Second Round,5,Notre Dame,41,4,Washington State,61,Not Upset,0,Washington State,4,5,61,41,20,4,5
2008,Sweet 16,3,Stanford,62,2,Texas,82,Not Upset,0,Texas,2,3,82,62,20,2,3
2008,First Round,2,Texas,74,15,Austin Peay,54,Not Upset,0,Texas,2,15,74,54,20,2,15
2007,First Round,6,Louisville,78,11,Stanford,58,Not Upset,0,Louisville,6,11,78,58,20,6,11
2006,First Round,7,Wichita State,86,10,Seton Hall,66,Not Upset,0,Wichita State,7,10,86,66,20,7,10
2005,First Round,4,Boston College,85,13,Penn,65,Not Upset,0,Boston College,4,13,85,65,20,4,13
2004,First Round,1,Kentucky,96,16,Florida A&M,76,Not Upset,0,Kentucky,1,16,96,76,20,1,16
1991,First Round,5,Mississippi State,56,12,Eastern Michigan,76,Upset,1,Eastern Michigan,12,5,76,56,20,5,12
2004,Sweet 16,6,Vanderbilt,53,2,Connecticut,73,Not Upset,0,Connecticut,2,6,73,53,20,2,6
2003,Second Round,1,Kentucky,74,9,Utah,54,Not Upset,0,Kentucky,1,9,74,54,20,1,9
2013,First Round,6,UCLA,63,11,Minnesota,83,Upset,1,Minnesota,11,6,83,63,20,6,11
2000,First Round,6,Indiana,57,11,Pepperdine,77,Upset,1,Pepperdine,11,6,77,57,20,6,11
2000,First Round,3,Oklahoma State,86,14,Hofstra,66,Not Upset,0,Oklahoma State,3,14,86,66,20,3,14
1999,First Round,6,Indiana,108,11,George Washington,88,Not Upset,0,Indiana,6,11,108,88,20,6,11
1996,Elite Eight,1,Kentucky,83,2,Wake Forest,63,Not Upset,0,Kentucky,1,2,83,63,20,1,2
1994,First Round,1,North Carolina,71,16,Liberty,51,Not Upset,0,North Carolina,1,16,71,51,20,1,16
1993,First Round,1,North Carolina,85,16,East Carolina,65,Not Upset,0,North Carolina,1,16,85,65,20,1,16
1993,First Round,3,Vanderbilt,92,14,Boise State,72,Not Upset,0,Vanderbilt,3,14,92,72,20,3,14
2017,First Round,8,Miami (Fla.),58,9,Michigan State,78,Upset,1,Michigan State,9,8,78,58,20,8,9
1992,National Championship,6,Michigan,51,1,Duke,71,Not Upset,0,Duke,1,6,71,51,20,1,6
1992,First Round,1,UCLA,73,16,Robert Morris,53,Not Upset,0,UCLA,1,16,73,53,20,1,16
1991,First Round,3,Seton Hall,71,14,Pepperdine,51,Not Upset,0,Seton Hall,3,14,71,51,20,3,14
1990,Second Round,1,Connecticut,74,9,California,54,Not Upset,0,Connecticut,1,9,74,54,20,1,9
1988,Sweet 16,1,Arizona,99,5,Iowa,79,Not Upset,0,Arizona,1,5,99,79,20,1,5
1988,Second Round,1,Oklahoma,107,8,Auburn,87,Not Upset,0,Oklahoma,1,8,107,87,20,1,8
1986,First Round,1,Kentucky,75,16,Davidson,55,Not Upset,0,Kentucky,1,16,75,55,20,1,16
1986,First Round,2,Louisville,93,15,Drexel,73,Not Upset,0,Louisville,2,15,93,73,20,2,15
2019,First Round,2,Michigan,74,15,Montana,55,Not Upset,0,Michigan,2,15,74,55,19,2,15
2018,First Round,1,Xavier,102,16,Texas Southern,83,Not Upset,0,Xavier,1,16,102,83,19,1,16
2016,Second Round,1,North Carolina,85,9,Providence,66,Not Upset,0,North Carolina,1,9,85,66,19,1,9
2016,Second Round,2,Villanova,87,7,Iowa,68,Not Upset,0,Villanova,2,7,87,68,19,2,7
2015,Second Round,1,Duke,68,8,San Diego State,49,Not Upset,0,Duke,1,8,68,49,19,1,8
2015,Second Round,7,Iowa,68,2,Gonzaga,87,Not Upset,0,Gonzaga,2,7,87,68,19,2,7
2015,First Round,2,Kansas,75,15,New Mexico State,56,Not Upset,0,Kansas,2,15,75,56,19,2,15
2015,First Round,6,Xavier,76,11,Mississippi,57,Not Upset,0,Xavier,6,11,76,57,19,6,11
2014,Second Round,12,North Dakota State,44,4,San Diego State,63,Not Upset,0,San Diego State,4,12,63,44,19,4,12
2014,First Round,7,Oregon,87,10,Brigham Young,68,Not Upset,0,Oregon,7,10,87,68,19,7,10
2001,Final Four,2,Arizona,80,1,Michigan State,61,Upset,1,Arizona,2,1,80,61,19,1,2
2019,Sweet 16,3,Texas Tech,63,2,Michigan,44,Upset,1,Texas Tech,3,2,63,44,19,2,3
2008,Sweet 16,3,Louisville,79,2,Tennessee,60,Upset,1,Louisville,3,2,79,60,19,2,3
2012,First Round,1,North Carolina,77,16,Vermont,58,Not Upset,0,North Carolina,1,16,77,58,19,1,16
2012,First Round,2,Ohio State,78,15,Loyola (Md.),59,Not Upset,0,Ohio State,2,15,78,59,19,2,15
2011,First Round,1,Kansas,72,16,Boston University,53,Not Upset,0,Kansas,1,16,72,53,19,1,16
2009,Second Round,10,Maryland,70,2,Memphis,89,Not Upset,0,Memphis,2,10,89,70,19,2,10
2009,First Round,3,Missouri,78,14,Cornell,59,Not Upset,0,Missouri,3,14,78,59,19,3,14
2019,First Round,5,Marquette,64,12,Murray St.,83,Upset,1,Murray St.,12,5,83,64,19,5,12
2008,First Round,2,Georgetown,66,15,Maryland-Baltimore County,47,Not Upset,0,Georgetown,2,15,66,47,19,2,15
2008,Second Round,1,Kansas,75,8,UNLV,56,Not Upset,0,Kansas,1,8,75,56,19,1,8
2008,First Round,4,Pittsburgh,82,13,Oral Roberts,63,Not Upset,0,Pittsburgh,4,13,82,63,19,4,13
2008,Elite Eight,1,UCLA,76,3,Xavier,57,Not Upset,0,UCLA,1,3,76,57,19,1,3
2006,First Round,8,Arizona,94,9,Wisconsin,75,Not Upset,0,Arizona,8,9,94,75,19,8,9
2007,Second Round,5,Southern California,87,4,Texas,68,Upset,1,Southern California,5,4,87,68,19,4,5
2004,First Round,5,Illinois,72,12,Murray St.,53,Not Upset,0,Illinois,5,12,72,53,19,5,12
2004,First Round,2,Oklahoma State,75,15,Eastern Washington,56,Not Upset,0,Oklahoma State,2,15,75,56,19,2,15
2004,First Round,1,St. Joseph's,82,16,Liberty,63,Not Upset,0,St. Joseph's,1,16,82,63,19,1,16
2014,First Round,6,Massachusetts,67,11,Tennessee,86,Upset,1,Tennessee,11,6,86,67,19,6,11
2002,First Round,5,Indiana,75,12,Utah,56,Not Upset,0,Indiana,5,12,75,56,19,5,12
2002,First Round,8,Notre Dame,82,9,Charlotte,63,Not Upset,0,Notre Dame,8,9,82,63,19,8,9
2002,First Round,2,Oregon,81,15,Montana,62,Not Upset,0,Oregon,2,15,81,62,19,2,15
2001,Second Round,10,Georgetown,76,15,Hampton,57,Not Upset,0,Georgetown,10,15,76,57,19,10,15
2001,Second Round,11,Georgia State,60,3,Maryland,79,Not Upset,0,Maryland,3,11,79,60,19,3,11
2000,Second Round,7,Auburn,60,2,Iowa State,79,Not Upset,0,Iowa State,2,7,79,60,19,2,7
2000,First Round,1,Stanford,84,16,South Carolina State,65,Not Upset,0,Stanford,1,16,84,65,19,1,16
1990,First Round,6,New Mexico State,92,11,Loyola Marymount,111,Upset,1,Loyola Marymount,11,6,111,92,19,6,11
1987,Second Round,6,Florida,85,3,Purdue,66,Upset,1,Florida,6,3,85,66,19,3,6
1998,First Round,3,Michigan,80,14,Davidson,61,Not Upset,0,Michigan,3,14,80,61,19,3,14
2016,First Round,7,Dayton,51,10,Syracuse,70,Upset,1,Syracuse,10,7,70,51,19,7,10
1997,Second Round,7,Charlotte,58,2,Utah,77,Not Upset,0,Utah,2,7,77,58,19,2,7
1997,Second Round,1,Minnesota,76,9,Temple,57,Not Upset,0,Minnesota,1,9,76,57,19,1,9
1996,Second Round,6,North Carolina,73,3,Texas Tech,92,Not Upset,0,Texas Tech,3,6,92,73,19,3,6
1995,Sweet 16,1,UCLA,86,5,Mississippi State,67,Not Upset,0,UCLA,1,5,86,67,19,1,5
1994,Sweet 16,1,Arkansas,103,12,Tulsa,84,Not Upset,0,Arkansas,1,12,103,84,19,1,12
1992,First Round,2,Kentucky,88,15,Old Dominion,69,Not Upset,0,Kentucky,2,15,88,69,19,2,15
1990,First Round,4,Louisville,78,13,Idaho,59,Not Upset,0,Louisville,4,13,78,59,19,4,13
1989,First Round,5,Arkansas,120,12,Loyola Marymount,101,Not Upset,0,Arkansas,5,12,120,101,19,5,12
1989,Second Round,11,Texas,89,3,Missouri,108,Not Upset,0,Missouri,3,11,108,89,19,3,11
1988,Elite Eight,1,Oklahoma,78,6,Villanova,59,Not Upset,0,Oklahoma,1,6,78,59,19,1,6
2004,Second Round,10,Nevada,91,2,Gonzaga,72,Upset,1,Nevada,10,2,91,72,19,2,10
1987,First Round,2,Temple,75,15,Southern,56,Not Upset,0,Temple,2,15,75,56,19,2,15
1987,First Round,4,UCLA,92,13,Central Michigan,73,Not Upset,0,UCLA,4,13,92,73,19,4,13
1987,Second Round,1,UNLV,80,9,Kansas State,61,Not Upset,0,UNLV,1,9,80,61,19,1,9
1986,First Round,7,Navy,87,10,Tulsa,68,Not Upset,0,Navy,7,10,87,68,19,7,10
1985,First Round,3,Illinois,76,14,Northeastern,57,Not Upset,0,Illinois,3,14,76,57,19,3,14
1985,First Round,2,North Carolina,76,15,Middle Tennessee State,57,Not Upset,0,North Carolina,2,15,76,57,19,2,15
2019,Second Round,13,UC Irvine,73,12,Oregon,54,Upset,1,UC Irvine,13,12,73,54,19,12,13
2018,Play-In,16,North Carolina Central,46,16,Texas Southern,64,Not Upset,0,Texas Southern,16,16,64,46,18,16,16
2018,First Round,2,North Carolina,84,15,Lipscomb,66,Not Upset,0,North Carolina,2,15,84,66,18,2,15
2017,First Round,2,Arizona,100,15,North Dakota,82,Not Upset,0,Arizona,2,15,100,82,18,2,15
2017,First Round,3,Baylor,91,14,New Mexico State,73,Not Upset,0,Baylor,3,14,91,73,18,3,14
2016,First Round,2,Xavier,71,15,Weber State,53,Not Upset,0,Xavier,2,15,71,53,18,2,15
2014,First Round,3,Iowa State,93,14,North Carolina Central,75,Not Upset,0,Iowa State,3,14,93,75,18,3,14
2014,Second Round,1,Virginia,78,8,Memphis,60,Not Upset,0,Virginia,1,8,78,60,18,1,8
2011,Play-In,12,Alabama-Birmingham,52,12,Clemson,70,Not Upset,0,Clemson,12,12,70,52,18,12,12
1991,Sweet 16,3,Kansas,83,2,Indiana,65,Upset,1,Kansas,3,2,83,65,18,2,3
2011,Sweet 16,11,Marquette,63,2,North Carolina,81,Not Upset,0,North Carolina,2,11,81,63,18,2,11
2011,First Round,2,San Diego State,68,15,Northern Colorado,50,Not Upset,0,San Diego State,2,15,68,50,18,2,15
2010,First Round,5,Butler,77,12,UTEP,59,Not Upset,0,Butler,5,12,77,59,18,5,12
2009,First Round,4,Xavier,77,13,Portland State,59,Not Upset,0,Xavier,4,13,77,59,18,4,13
2019,First Round,5,Wisconsin,54,12,Oregon,72,Upset,1,Oregon,12,5,72,54,18,5,12
2008,First Round,3,Louisville,79,14,Boise State,61,Not Upset,0,Louisville,3,14,79,61,18,3,14
2008,Elite Eight,1,Memphis,85,2,Texas,67,Not Upset,0,Memphis,1,2,85,67,18,1,2
2008,Sweet 16,1,Memphis,92,5,Michigan State,74,Not Upset,0,Memphis,1,5,92,74,18,1,5
2008,Final Four,1,North Carolina,66,1,Kansas,84,Not Upset,0,Kansas,1,1,84,66,18,1,1
2008,First Round,5,Notre Dame,68,12,George Mason,50,Not Upset,0,Notre Dame,5,12,68,50,18,5,12
2006,First Round,6,West Virginia,64,11,Southern Illinois,46,Not Upset,0,West Virginia,6,11,64,46,18,6,11
2005,Second Round,1,Washington,97,8,Pacific,79,Not Upset,0,Washington,1,8,97,79,18,1,8
1988,Second Round,5,Iowa,104,4,UNLV,86,Upset,1,Iowa,5,4,104,86,18,4,5
2002,Elite Eight,1,Kansas,104,2,Oregon,86,Not Upset,0,Kansas,1,2,104,86,18,1,2
2011,First Round,6,Georgetown,56,11,Virginia Commonwealth,74,Upset,1,Virginia Commonwealth,11,6,74,56,18,6,11
2001,Second Round,1,Illinois,79,9,Charlotte,61,Not Upset,0,Illinois,1,9,79,61,18,1,9
1998,Second Round,11,Western Michigan,65,3,Stanford,83,Not Upset,0,Stanford,3,11,83,65,18,3,11
2013,First Round,7,Notre Dame,58,10,Iowa State,76,Upset,1,Iowa State,10,7,76,58,18,7,10
2006,Second Round,7,Georgetown,70,2,Ohio State,52,Upset,1,Georgetown,7,2,70,52,18,2,7
1996,First Round,7,Temple,61,10,Oklahoma,43,Not Upset,0,Temple,7,10,61,43,18,7,10
1994,First Round,2,Connecticut,64,15,Rider,46,Not Upset,0,Connecticut,2,15,64,46,18,2,15
1994,First Round,2,Massachusetts,78,15,Texas State,60,Not Upset,0,Massachusetts,2,15,78,60,18,2,15
1993,First Round,5,St. John's,85,12,Texas Tech,67,Not Upset,0,St. John's,5,12,85,67,18,5,12
2013,First Round,8,Pittsburgh,55,9,Wichita State,73,Upset,1,Wichita State,9,8,73,55,18,8,9
1990,First Round,3,Georgetown,70,14,Texas Southern,52,Not Upset,0,Georgetown,3,14,70,52,18,3,14
1997,First Round,8,Indiana,62,9,Colorado,80,Upset,1,Colorado,9,8,80,62,18,8,9
1993,First Round,8,New Orleans,55,9,Xavier,73,Upset,1,Xavier,9,8,73,55,18,8,9
1988,Elite Eight,1,Arizona,70,2,North Carolina,52,Not Upset,0,Arizona,1,2,70,52,18,1,2
1988,First Round,2,North Carolina,83,15,North Texas,65,Not Upset,0,North Carolina,2,15,83,65,18,2,15
1988,First Round,2,Pittsburgh,108,15,Eastern Michigan,90,Not Upset,0,Pittsburgh,2,15,108,90,18,2,15
1987,Second Round,10,Western Kentucky,86,2,Syracuse,104,Not Upset,0,Syracuse,2,10,104,86,18,2,10
1986,Second Round,6,Alabama-Birmingham,59,3,North Carolina,77,Not Upset,0,North Carolina,3,6,77,59,18,3,6
1986,First Round,7,Bradley,83,10,UTEP,65,Not Upset,0,Bradley,7,10,83,65,18,7,10
2011,Second Round,11,Virginia Commonwealth,94,3,Purdue,76,Upset,1,Virginia Commonwealth,11,3,94,76,18,3,11
2010,Second Round,11,Washington,82,3,New Mexico,64,Upset,1,Washington,11,3,82,64,18,3,11
2010,Second Round,12,Cornell,87,4,Wisconsin,69,Upset,1,Cornell,12,4,87,69,18,4,12
1985,Final Four,1,St. John's,59,1,Georgetown,77,Not Upset,0,Georgetown,1,1,77,59,18,1,1
2019,First Round,6,Buffalo,91,11,Arizona State,74,Not Upset,0,Buffalo,6,11,91,74,17,6,11
2019,Sweet 16,1,North Carolina,80,5,Auburn,97,Upset,1,Auburn,5,1,97,80,17,1,5
2019,Sweet 16,3,LSU,63,2,Michigan State,80,Not Upset,0,Michigan State,2,3,80,63,17,2,3
2018,National Championship,1,Villanova,79,3,Michigan,62,Not Upset,0,Villanova,1,3,79,62,17,1,3
2018,First Round,5,West Virginia,85,12,Murray St.,68,Not Upset,0,West Virginia,5,12,85,68,17,5,12
2017,First Round,3,UCLA,97,14,Kent State,80,Not Upset,0,UCLA,3,14,97,80,17,3,14
2016,Second Round,12,Arkansas-Little Rock,61,4,Iowa State,78,Not Upset,0,Iowa State,4,12,78,61,17,4,12
2016,Final Four,1,North Carolina,83,10,Syracuse,66,Not Upset,0,North Carolina,1,10,83,66,17,1,10
1991,Sweet 16,1,Ohio State,74,4,St. John's,91,Upset,1,St. John's,4,1,91,74,17,1,4
2015,First Round,5,Northern Iowa,71,12,Wyoming,54,Not Upset,0,Northern Iowa,5,12,71,54,17,5,12
2015,Second Round,11,UCLA,92,14,Alabama-Birmingham,75,Not Upset,0,UCLA,11,14,92,75,17,11,14
2014,Sweet 16,6,Baylor,52,2,Wisconsin,69,Not Upset,0,Wisconsin,2,6,69,52,17,2,6
2014,First Round,2,Michigan,57,15,Wofford,40,Not Upset,0,Michigan,2,15,57,40,17,2,15
2014,Second Round,12,Stephen F. Austin,60,4,UCLA,77,Not Upset,0,UCLA,4,12,77,60,17,4,12
2014,First Round,4,UCLA,76,13,Tulsa,59,Not Upset,0,UCLA,4,13,76,59,17,4,13
2013,First Round,6,Arizona,81,11,Belmont,64,Not Upset,0,Arizona,6,11,81,64,17,6,11
1989,Final Four,2,Duke,78,3,Seton Hall,95,Upset,1,Seton Hall,3,2,95,78,17,2,3
2012,Second Round,11,Colorado,63,3,Baylor,80,Not Upset,0,Baylor,3,11,80,63,17,3,11
2008,Sweet 16,3,Wisconsin,56,10,Davidson,73,Upset,1,Davidson,10,3,73,56,17,3,10
2012,First Round,6,Murray St.,58,11,Colorado State,41,Not Upset,0,Murray St.,6,11,58,41,17,6,11
